#LICENSE_ID,SOURCE_SYSTEM,CALLSIGN,FACILITY_ID,FRN,LIC_NAME,COMMON_NAME,RADIO_SERVICE_CODE,RADIO_SERVICE_DESC,ROLLUP_CATEGORY_CODE,ROLLUP_CATEGORY_DESC,GRANT_DATE,EXPIRED_DATE,CANCELLATION_DATE,LAST_ACTION_DATE,LIC_STATUS_CODE,LIC_STATUS_DESC,ROLLUP_STATUS_CODE,ROLLUP_STATUS_DESC,ENTITY_TYPE_CODE,ENTITY_TYPE_DESC,ROLLUP_ENTITY_CODE,ROLLUP_ENTITY_DESC,LIC_ADDRESS,LIC_CITY,LIC_STATE,LIC_ZIP_CODE,LIC_ATTENTION_LINE,CONTACT_COMPANY,CONTACT_NAME,CONTACT_TITLE,CONTACT_ADDRESS1,CONTACT_ADDRESS2,CONTACT_CITY,CONTACT_STATE,CONTACT_ZIP,CONTACT_COUNTRY,CONTACT_PHONE,CONTACT_FAX,CONTACT_EMAIL,MARKET_CODE,MARKET_DESC,CHANNEL_BLOCK,LOC_TYPE_CODE,LOC_TYPE_DESC,LOC_CITY,LOC_COUNTY_CODE,LOC_COUNTY_NAME,LOC_STATE,LOC_RADIUS_OP,LOC_SEQ_ID,LOC_LAT_DEG,LOC_LAT_MIN,LOC_LAT_SEC,LOC_LAT_DIR,LOC_LONG_DEG,LOC_LONG_MIN,LOC_LONG_SEC,LOC_LONG_DIR,HGT_STRUCTURE,ASR_NUM,ANTENNA_ID,ANT_SEQ_ID,ANT_MAKE,ANT_MODEL,ANT_TYPE_CODE,ANT_TYPE_DESC,AZIMUTH,BEAMWIDTH,POLARIZATION_CODE,FREQUENCY_ID,FREQ_SEQ_ID,FREQ_CLASS_STATION_CODE,FREQ_CLASS_STATION_DESC,POWER_ERP,POWER_OUTPUT,FREQUENCY_ASSIGNED,FREQUENCY_UPPER_BAND,UNIT_OF_MEASURE,TOLERANCE,EMISSION_ID,EMISSION_SEQ_ID,EMISSION_CODE,GROUND_ELEVATION
1000022171,"CDBS","DKLIC",22171,"0022312268","WOO2 COMMUNICATIONS, LLC",,"AM","AM Station","Broadcast","Broadcast","06/02/2020 00:00:00","06/01/2020 00:00:00","06/02/2020 00:00:00","06/02/2020 00:00:00","LICAN","LICENSE CANCELLED","C","Cancelled",,"Unknown","B","Business","308 PINE STREET","WEST MONROE","LA","71291",,,,,,,,,,,,,,,,,"AM","AM Station","MONROE",,,"LA",,22171,32,29,16.0,"N",92,5,25.0,"W",,,1000021131,,,,"ND1","Non Directional Antenna: Same constants day and night",,,,1000021131,,"C","Local Channel 0.25kW-1kW stations delivering primary service to a limited community",,,1230.00000000,1230.00000000,"KHz.",,,,,
1000022172,"CDBS","KBMQ",22172,"0009958521","MEDIA MINISTRIES, INC.",,"FM","FM Station","Broadcast","Broadcast","07/10/2002 16:57:00","06/01/2028 00:00:00",,"07/10/2002 16:57:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","P.O. BOX 3265","MONROE","LA","71210",,,,,,,,,,,,,"NA",,,,"FM","FM Station","MONROE",,,"LA",,22172,32,29,15.0,"N",92,5,25.0,"W",,,1000021132,29618,"SHI","6813-6","N","Non-Directional",,,,1000021132,,"C3","A Zone II station, with 6kW-25kW ERP and a class contour distance 28km-39km",25.000,9700.000,88.70000000,88.70000000,"MHz.",,,,,
1000022174,"CDBS","KIQX",22174,"0003779816","FOUR CORNERS BROADCASTING LLC",,"FM","FM Station","Broadcast","Broadcast",,"04/01/2021 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","190 TURNER DRIVE, SUITE 190","DURANGO","CO","81303",,,"FOUR CORNERS BROADCASTING LLC",,,,,,,,"9702594444",,"WARD@FRONTIER.NET",,,,"FM","FM Station","DURANGO",,,"CO",,22174,37,15,45.0,"N",107,54,7.0,"W",,,1000021136,,,,,,,,,1000021136,,"C1","A Zone II station, with 50kW-100kW ERP and a class contour distance 52km-72km",99.000,,101.30000000,101.30000000,"MHz.",,,,,
1000026025,"CDBS","WIFS",26025,"0022021620","BYRNE ACQUISITION GROUP, LLC",,"DT","Digital TV","Broadcast","Broadcast","05/05/2009 14:54:37","12/01/2021 00:00:00",,"05/05/2009 14:54:37","LICEN","LICENSED","A","Active",,"Unknown","B","Business","2927 DEVINE STREET, SUITE 100","COLUMBIA","SC","29205",,"ACME TELEVISION, LLC","RICK ERVIN",,"6135 S STRATLER ST",,"MURRAY","UT","84107",,"8012702309",,"RICK.ERVIN@ACMECOMMUNICATIONS.COM",,,,"DT","Digital TV","JANESVILLE",,,"WI",,26025,43,3,21.0,"N",89,32,5.6,"W",,"1033919",1000025067,1004470,"DIE","TFU-28GTH/VP-R O6DC","N","Non-Directional",,,"E",1000025067,,,,175.000,,512.00000000,512.00000000,"MHz.",,,,,343.2000000
1000026025,"CDBS","WIFS",26025,"0022021620","BYRNE ACQUISITION GROUP, LLC",,"DT","Digital TV","Broadcast","Broadcast","05/05/2009 14:54:37","12/01/2021 00:00:00",,"05/05/2009 14:54:37","LICEN","LICENSED","A","Active",,"Unknown","B","Business","2927 DEVINE STREET, SUITE 100","COLUMBIA","SC","29205",,"Wiley Rein LLP","Esq Gregory L. Masters",,"1776 K Street, N.W.",,"Washington","DC","20006",,"2027197370",,"gmasters@wileyrein.com",,,,"DT","Digital TV","JANESVILLE",,,"WI",,26025,43,3,3.0,"N",89,29,13.0,"W",,"1241784",1000025069,65253,"DIE","TUA-04-10/40H-1-S-R","D","Directional",,,"H",1000025069,,,,200.000,,512.00000000,512.00000000,"MHz.",,,,,324.9000000
1000026173,"CDBS","WXAN",26173,"0010460087","SOUTHERN GOSPETALITY, LLC",,"FM","FM Station","Broadcast","Broadcast",,"12/01/2020 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","9077 AVA ROAD","AVA","IL","62907",,,,,,,,,,,,,,,,,"FM","FM Station","AVA",,,"IL",,26173,37,51,19.0,"N",89,28,6.0,"W",,,1000025112,,,,"N","Non-Directional",,,,1000025112,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",2.900,,103.90000000,103.90000000,"MHz.",,,,,
1000026221,"CDBS","WINT",26221,"0023269855","SPIRIT BROADCASTING LLC",,"AM","AM Station","Broadcast","Broadcast",,"10/01/2020 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","P.O. BOX 1330","WILLOUGHBY","OH","44096",,,,,,,,,,,,,,,,,"AM","AM Station","WILLOUGHBY",,,"OH",,26221,41,38,56.0,"N",81,25,19.0,"W",,,1000025125,,,,"DA2","Directional Antenna: Different constants day and night",,,,1000025125,,"D","Clear and Regional channel 0.25kW-50kW stations with no protection during nighttime operations",,,1330.00000000,1330.00000000,"KHz.",,,,,
1000026231,"CDBS","KWHY-TV",26231,"0020975488","KWHY-22 BROADCASTING, LLC","KWHY-22 BROADCASTING, LLC","DT","Digital TV","Broadcast","Broadcast","06/16/2009 09:47:08","12/01/2022 00:00:00",,"06/16/2009 09:47:08","LICEN","LICENSED","A","Active",,"Unknown","B","Business","4975 W PICO BLVD","LOS ANGELES","CA","90019",,"NBC TELEMUNDO LICENSE CO.","F. WILLIAM LEBEAU",,"1299 PENNSYLVANIA AVENUE, NW",,"WASHINGTON","DC","20004",,"2026374535",,"BILL.LEBEAU@NBCUNI.COM",,,,"TV","Television","LOS ANGELES",,,"CA",,26231,34,13,36.0,"N",118,3,59.0,"W",,,1000025146,17311,"AND","ODD940317KM","D","Directional",,,"E",1000025146,,,,2630.000,,638.00000000,638.00000000,"MHz.",,,,,
1000026232,"CDBS","DKVCL",26232,"0003758794","BALDRIDGE-DUMAS COMMUNICATIONS, INC.",,"AM","AM Station","Broadcast","Broadcast","08/31/2011 00:00:00","06/01/2012 00:00:00","08/31/2011 00:00:00","08/31/2011 00:00:00","LICAN","LICENSE CANCELLED","C","Cancelled",,"Unknown","B","Business","605 SAN ANTONIO AVENUE","MANY","LA","71449",,,,,,,,,,,,,,,,,"AM","AM Station","WINNFIELD",,,"LA",,26232,31,56,54.0,"N",92,37,37.0,"W",,,1000025149,,,,"NDD","Non Directional Antenna: Daytime only",,,,1000025149,,"D","Clear and Regional channel 0.25kW-50kW stations with no protection during nighttime operations",,,1270.00000000,1270.00000000,"KHz.",,,,,
1000026238,"CDBS","WLSM-FM",26238,"0023146061","WH PROPERTIES, INC.",,"FM","FM Station","Broadcast","Broadcast","06/19/2000 13:50:22","06/01/2028 00:00:00",,"06/19/2000 13:50:22","LICEN","LICENSED","A","Active",,"Unknown","B","Business","115 METTS STREET, P.O. BOX 825","LOUISVILLE","MS","39339",,,,,,,,,,,,,,,,,"FM","FM Station","LOUISVILLE",,,"MS",,26238,33,7,20.0,"N",89,1,7.0,"W",,"1042338",1000025159,,"CEL","CFM-HP-4","N","Non-Directional",,,,1000025159,,"C3","A Zone II station, with 6kW-25kW ERP and a class contour distance 28km-39km",12.500,7300.000,107.10000000,107.10000000,"MHz.",,,,,
1000026247,"CDBS","DK59AY",26247,,"ACKERLEY BROADCASTING OPERATIONS, LLC",,"TX","TV Translator or LPTV station","Broadcast","Broadcast","06/01/2006 00:00:00","12/01/2006 02:00:00","06/01/2006 00:00:00","06/01/2006 00:00:00","LICAN","LICENSE CANCELLED","C","Cancelled",,"Unknown","B","Business","P.O. BOX 470408","TULSA","OK","74147-0408",,,,,,,,,,,,,,,,,"TX","TV Translator or LPTV station","HOLLISTER",,,"CA",,26247,36,45,37.0,"N",121,29,24.0,"W",,,1000025168,20753,"SCA","4DR-8S","D","Directional",,,"H",1000025168,,,,1.300,,740.00000000,740.00000000,"MHz.",,,,,
1000026251,"CDBS","WDNM-LD",26251,"0001843697","WORD OF GOD FELLOWSHIP, INC.","WORD OF GOD FELLOWSHIP, INC.","LD","Digital Translator or Digital LPTV","Broadcast","Broadcast","01/18/2011 00:00:00","08/01/2021 00:00:00",,"01/18/2011 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","3901 HIGHWAY 121, SOUTH","BEDFORD","TX","76021",,"WORD OF GOD FELLOWSHIP, INC.","ARNOLD TORRES",,,,,,,,"8175711229",,"ARNOLD.TORRES@DAYSTAR.COM",,,,"TX","TV Translator or LPTV station","MEMPHIS",,,"TN",,26251,35,8,41.0,"N",90,2,57.0,"W",,,1000025174,20751,"SCA","4DR-8-2HW","D","Directional",,,"H",1000025174,,,,6.000,,740.00000000,740.00000000,"MHz.",,,,,
1000027425,"CDBS","KWBN",27425,"0009659400","HO'ONA'AUAO COMMUNITY TV, INC.","HO'ONA'AUAO COMMUNITY TV, INC.","DT","Digital TV","Broadcast","Broadcast","05/05/2009 14:54:58","02/01/2023 00:00:00",,"05/05/2009 14:54:58","LICEN","LICENSED","A","Active",,"Unknown","B","Business","3901 HIGHWAY 121 SOUTH","BEDFORD","TX","76021-3009",,"KOERNER & OLENDER, P.C.","ROBERT L. OLENDER, ESQ.",,"11913 GREY HOLLOW COURT",,"NORTH BETHESDA","MD","20852",,"3014683336",,"ROLENDER@KOERNEROLENDER.COM",,,,"DT","Digital TV","HONOLULU",,,"HI",,27425,,,,,,,,,,"1218023",1000026094,68020,"SWR","SWEDL8OI/26-EP","N","Non-Directional",,,"E",1000026094,,,,4.580,,542.00000000,542.00000000,"MHz.",,,,,695.1000000
1000027431,"CDBS","KUPT",27431,"0015217847","RAMAR COMMUNICATIONS, INC.","RAMAR COMMUNICATIONS, INC.","DT","Digital TV","Broadcast","Broadcast","05/05/2009 14:54:52","10/01/2022 00:00:00",,"05/05/2009 14:54:52","LICEN","LICENSED","A","Active",,"Unknown","B","Business","9800 UNIVERSITY AVENUE, PO BOX 3757","LUBBOCK","TX","79423",,"LEVENTHAL SENTER & LERMAN PLLC","JOHN D. POUTASSE, ESQ.",,"2000 K STREET, N.W., SUITE 600",,"WASHINGTON","DC","20006-1809",,"2024166774",,"JPOUTASSE@LSL-LAW.COM",,,,"TV","Television","HOBBS",,,"NM",,27431,32,43,28.0,"N",103,5,46.0,"W",,,1000026097,,,,,,,,"H",1000026097,,,,7.940,,560.00000000,560.00000000,"MHz.",,,,,
1000027438,"CDBS","WBEY-FM",27438,"0027144591","GSB MEDIA, LLC",,"FM","FM Station","Broadcast","Broadcast",,"10/01/2027 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","5010 MAIN STREET","CHINCOTEAGUE","VA","23336",,"THOMPSON HINE LLP","BARRY A. FRIEDMAN, ESQ.",,,,,,,,"2023318800",,"BFRIEDMAN@THF.COM",,,,"FM","FM Station","CRISFIELD",,,"MD",,27438,38,1,45.0,"N",75,45,5.0,"W",,"1202432",1000026106,68233,"DIE","DCRH4E5, four sections, 0.5 wavelength spacing","D","Directional",,,,1000026106,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",4.300,4083.000,97.90000000,97.90000000,"MHz.",,,,,
1000027455,"CDBS","WDXX",27455,"0003763737","BROADSOUTH COMMUNICATIONS, INC.",,"FM","FM Station","Broadcast","Broadcast",,"04/01/2028 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","505 LAUDERDALE STREET, PO BOX 1055","SELMA","AL","36702-1055",,"LAW OFFICES OF SCOTT C. CINNAMON, PLLC","SCOTT C. CINNAMON",,,,,,,,"2022165798",,"SCOTT@CINNAMONLAW.COM",,,,"FM","FM Station","SELMA",,,"AL",,27455,90,60,60.0,"N",0,60,60.0,"W",,,1000026129,,,,,,,,,1000026129,,,,,,100.10000000,100.10000000,"MHz.",,,,,
1000027469,"CDBS","WYZB",27469,"0002834810","CUMULUS LICENSING LLC",,"FM","FM Station","Broadcast","Broadcast",,"02/01/2020 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","3280 PEACHTREE RD NW, SUITE 2300","ATLANTA","GA","30305-2447",,,,,,,,,,,,,,,,,"FM","FM Station","MARY ESTHER",,,"FL",,27469,30,24,42.0,"N",86,37,14.0,"W",,,1000026156,,,,,,,,,1000026156,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",3.000,,105.50000000,105.50000000,"MHz.",,,,,
1000027476,"CDBS","WHHB",27476,"0008271454","HOLLISTON HIGH SCHOOL",,"FM","FM Station","Broadcast","Broadcast",,"04/01/2022 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","370 HOLLIS STREET","HOLLISTON","MA","01746",,,,,,,,,,,,,,,,,"FM","FM Station","HOLLISTON",,,"MA",,27476,42,12,42.0,"N",71,26,36.0,"W",,,1000026163,,"DIE","DCR-L4, four sections","N","Non-Directional",,,,1000026163,,"D","A Noncommercial educational operating with no more than 10W",0.017,9.900,99.90000000,99.90000000,"MHz.",,,,,
1000027490,"CDBS","WOPI-CD",27490,"0001770163","HOLSTON VALLEY BROADCASTING CORPORATION","HOLSTON VALLEY BROADCASTING CORPORATION","DC","Digital Class A TV","Broadcast","Broadcast","12/01/2010 00:00:00","08/01/2021 00:00:00",,"12/01/2010 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","222 COMMERCE ST","KINGSPORT","TN","37660-1971",,"LAW OFFICE OF DENNIS J. KELLY","Dennis J. Kelly","Attorney at Law","POST OFFICE BOX 41177",,"WASHINGTON","DC","20018",,"2022932300",,"DKELLYFCCLAW1@COMCAST.NET",,,,"DC","Digital Class A TV","BRISTOL,VA/KINGSPORT",,,"TN",,27490,36,25,52.6,"N",82,8,15.5,"W",,"1054538",1000026176,116413,"SCA","TWO CL-213 ORIENTED AT 285 & 320 DEGREES","C","Directional Composite",,,,1000026176,,,,3.000,,722.00000000,722.00000000,"MHz.",,,,,1272.0000000
1000027499,"CDBS","W249AH",27499,"0001770163","HOLSTON VALLEY BROADCASTING CORPORATION","HOLSTON VALLEY BROADCASTING CORPORATION","FX","FM Translator","Broadcast","Broadcast","11/07/2007 00:00:00","08/01/2020 00:00:00",,"11/07/2007 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","222 COMMERCE ST","KINGSPORT","TN","37660-1971",,"LAW OFFICE OF DENNIS J. KELLY","DENNIS J. KELLY",,"POST OFFICE BOX 41177",,"WASHINGTON","DC","20018-0577",,"8883225291",,"DKELLYFCCLAW1@COMCAST.NET",,,,"FX","FM Translator","JOHNSON CITY",,,"TN",,27499,36,19,27.0,"N",82,20,33.0,"W",,,1000026199,15970,"ODD","ODD990524TB","D","Directional",,,,1000026199,,"D","A Noncommercial educational operating with no more than 10W",0.250,57.600,97.70000000,97.70000000,"MHz.",,,,,
1000027499,"CDBS","W249AH",27499,"0001770163","HOLSTON VALLEY BROADCASTING CORPORATION","HOLSTON VALLEY BROADCASTING CORPORATION","FX","FM Translator","Broadcast","Broadcast","11/07/2007 00:00:00","08/01/2020 00:00:00",,"11/07/2007 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","222 COMMERCE ST","KINGSPORT","TN","37660-1971",,,,,,,,,,,,,,,,,"FX","FM Translator","JOHNSON CITY",,,"TN",,27499,36,25,53.0,"N",82,8,16.0,"W",,"1054538",1000026202,127241,"SCA","CLFM","C","Directional Composite",,,,1000026202,,"D","A Noncommercial educational operating with no more than 10W",0.250,115.000,97.70000000,97.70000000,"MHz.",,,,,1272.0000000
1000027504,"CDBS","WKPT-TV",27504,"0001770163","HOLSTON VALLEY BROADCASTING CORPORATION","HOLSTON VALLEY BROADCASTING CORPORATION","DT","Digital TV","Broadcast","Broadcast","06/16/2009 09:47:09","08/01/2021 00:00:00",,"06/16/2009 09:47:09","LICEN","LICENSED","A","Active",,"Unknown","B","Business","222 COMMERCE STREET","KINGSPORT","TN","37660",,,"DENNIS J. KELLY",,"POST OFFICE BOX 41177",,"WASHINGTON","DC","20018-0577",,"8883225291",,"DKELLYFCCLAW1@VERIZON.NET",,,,"DT","Digital TV","KINGSPORT",,,"TN",,27504,,,,,,,,,,"1054538",1000026219,69109,"DIE","TLP-16E","D","Directional",,,"H",1000026219,,,,265.000,,578.00000000,578.00000000,"MHz.",,,,,1271.9000000
1000027509,"CDBS","WJLV",27509,"0004121000","EDUCATIONAL MEDIA FOUNDATION",,"FM","FM Station","Broadcast","Broadcast",,"06/01/2028 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","5700 WEST OAKS BLVD.","ROCKLIN","CA","95765",,"DAVIS WRIGHT TREMAINE LLP","KAREN A. ROSS, ESQ.",,,,,,,,"2029734200",,"KARENROSS@DWT.COM",,,,"FS","FM Auxiliary Transmitting Antenna","JACKSON",,,"MS",,27509,32,23,12.0,"N",90,9,47.0,"W",,,1000026233,,,"Harris FMH-10AC, 10 sections","N","Non-Directional",,,,1000026233,,"C","A Zone II station, with exactly 100kW ERP and a class contour distance 72km-92km",100.000,19500.000,94.70000000,94.70000000,"MHz.",,,,,
1000019556,"CDBS","K243AF",19556,"0004121000","EDUCATIONAL MEDIA FOUNDATION",,"FX","FM Translator","Broadcast","Broadcast",,"02/01/2022 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","5700 WEST OAKS BOULEVARD","ROCKLIN","CA","95765",,"WILKINSON BARKER KNAUER, LLP","DAVID OXENFORD, ESQ",,"2300 N STREET, N.W.","SUITE 700","WASHINGTON","DC","20037",,"2023833337",,"DOXENFORD@WBKLAW.COM",,,,"FX","FM Translator","JACKSONVILLE",,,"OR",,19556,42,21,12.0,"N",122,47,8.0,"W",,,1000018608,94296,"SCA","2-CLFM-V","C","Directional Composite",,,,1000018608,,"D","A Noncommercial educational operating with no more than 10W",0.250,124.000,96.50000000,96.50000000,"MHz.",,,,,1078.0000000
1000019586,"CDBS","WDUM-LD",19586,"0026907329","HC2 LPTV HOLDINGS, INC.",,"TX","TV Translator or LPTV station","Broadcast","Broadcast","11/25/2002 00:00:00","06/01/2023 00:00:00",,"11/25/2002 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","450 PARK AVENUE, 30TH FLOOR","NEW YORK","NY","10022",,"SHAINIS & PELTZMAN","LEE PELTZMAN",,,,,,,,"2022930569",,"LEE@S-PLAW.COM",,,,"TX","TV Translator or LPTV station","PHILADELPHIA",,,"PA",,19586,40,2,30.0,"N",75,14,11.0,"W",,"1231524",1000018637,65139,"SWR","SWLPS22SLS/41","C","Directional Composite",,,,1000018637,,,,140.000,,482.00000000,488.00000000,"MHz.",,,,,89.0000000
1000019603,"CDBS","KKRD",19603,"0004121000","EDUCATIONAL MEDIA FOUNDATION",,"FM","FM Station","Broadcast","Broadcast","05/16/2017 00:00:00","06/01/2021 00:00:00",,"05/16/2017 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","5700 WEST OAKS BOULEVARD","ROCKLIN","CA","95765",,"WILKINSON BARKER KNAUER, LLP","MARY N. O'CONNOR",,,,,,,,"2027834141",,"MOCONNOR@WBKLAW.COM",,,,"FM","FM Station","ENID",,,"OK",,19603,36,23,57.0,"N",97,52,48.0,"W",,,1000018650,,"NIC","BKG77/2","N","Non-Directional",,,,1000018650,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",0.450,612.000,91.10000000,91.10000000,"MHz.",,,,,
1000019633,"CDBS","WKAF",19633,"0027342716","IHM LICENSES, LLC",,"FM","FM Station","Broadcast","Broadcast","12/01/1999 00:00:00","04/01/2022 00:00:00",,"12/01/1999 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","7136 S. YALE AVENUE, SUITE 501","TULSA","OK","74136",,"ENTERCOM COMMUNICATIONS CORP.","CARRIE A. WARD, ESQ.",,,,,,,,"6106605652",,"CWARD@ENTERCOM.COM",,,,"FM","FM Station","BROCKTON",,,"MA",,19633,42,12,42.0,"N",71,6,51.0,"W",,"1006957",1000018718,,"SHI","6810-2-SS","N","Non-Directional",,,,1000018718,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",2.050,3100.000,97.70000000,97.70000000,"MHz.",,,,,
1000019633,"CDBS","WKAF",19633,"0027342716","IHM LICENSES, LLC",,"FM","FM Station","Broadcast","Broadcast","12/01/1999 00:00:00","04/01/2022 00:00:00",,"12/01/1999 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","7136 S. YALE AVENUE, SUITE 501","TULSA","OK","74136",,"LEVENTHAL SENTER & LERMAN PLLC","BRIAN M. MADDEN",,,,,,,,"2024298970",,"BMADDEN@LSL-LAW.COM",,,,"FM","FM Station","BROCKTON",,,"MA",,19633,42,12,42.0,"N",71,6,51.0,"W",,"1006957",1000018719,68990,"SHI","6810-2R-SS-DA,two sections, .5 wavelength spaced","D","Directional",,,,1000018719,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",2.000,1900.000,97.70000000,97.70000000,"MHz.",,,,,187.8000000
1000019651,"CDBS","WGMM",19651,"0019815109","SOUND COMMUNICATIONS, LLC",,"FM","FM Station","Broadcast","Broadcast",,"06/01/2022 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","C/O PAIGE P. CHRISTIAN, 21 EAST MARKET STREET, SUITE 101","CORNING","NY","14830",,,,,,,,,,,,,,,,,"FM","FM Station","CORNING",,,"NY",,19651,42,8,31.0,"N",77,4,40.0,"W",,"1045276",1000018724,15628,"ODD","ODD980710ID","D","Directional",,,,1000018724,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",1.200,,98.70000000,98.70000000,"MHz.",,,,,
1000019653,"CDBS","KSBW",19653,"0001587583","HEARST STATIONS INC.","HEARST STATIONS INC.","DT","Digital TV","Broadcast","Broadcast","06/16/2009 09:54:29","12/01/2022 00:00:00",,"06/16/2009 09:54:29","LICEN","LICENSED","A","Active",,"Unknown","B","Business","C/O BROOKS, PIERCE, ET.AL., P.O.BOX 1800","RALEIGH","NC","27602",,"BROOKS, PIERCE, ET AL.","MARK J. PRAK",,,,,,,,"9198390108",,"MPRAK@BROOKSPIERCE.COM",,,,"DT","Digital TV","SALINAS",,,"CA",,19653,36,45,23.0,"N",121,30,5.0,"W",,"1215158",1000018731,43697,"DIE","THA-SP4-4H/16H-1-R","D","Directional",,,"H",1000018731,,,,21.400,,180.00000000,180.00000000,"MHz.",,,,,938.0000000
1000022193,"CDBS","W237AA",22193,"0002592830","WOODWARD COMMUNICATIONS, INC.",,"FX","FM Translator","Broadcast","Broadcast",,"12/01/2020 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","P.O. BOX 1519","APPLETON","WI","54912-1519",,"KILGORE BROADCAST MAINTENANCE","ALAN F. KILGORE, CPBE",,"416 POLCZINSKI CIRCLE",,"OCONTO FALLS","WI","54154",,"9203737569",,"ALANKILGORE@EZ-NET.COM",,,,"FX","FM Translator","APPLETON",,,"WI",,22193,44,14,42.0,"N",88,30,16.0,"W",,"1034834",1000021175,69394,"PSI","PSIFML-2-75WS","N","Non-Directional",,,,1000021175,,"D","A Noncommercial educational operating with no more than 10W",0.120,303.000,95.30000000,95.30000000,"MHz.",,,,,247.0000000
1000022193,"CDBS","W237AA",22193,"0002592830","WOODWARD COMMUNICATIONS, INC.",,"FX","FM Translator","Broadcast","Broadcast",,"12/01/2020 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","P.O. BOX 1519","APPLETON","WI","54912-1519",,"WRVM, INC.","ALAN KILGORE",,"PO BOX 212",,"SURING","WI","54174",,"9208422900",,"AKILGORE@WRVM.ORG",,,,"FX","FM Translator","APPLETON",,,"WI",,22193,44,15,37.0,"N",88,21,59.6,"W",,"1037794",1000021178,98640,"BEX","TFC2K-4-75WS","N","Non-Directional",,,,1000021178,,"D","A Noncommercial educational operating with no more than 10W",0.250,242.000,95.30000000,95.30000000,"MHz.",,,,,229.0000000
1000022201,"CDBS","KDAF",22201,"0021781398","KDAF, LLC",,"DT","Digital TV","Broadcast","Broadcast","06/16/2009 09:54:21","08/01/2022 00:00:00",,"06/16/2009 09:54:21","LICEN","LICENSED","A","Active",,"Unknown","B","Business","8001 JOHN CARPENTER FREEWAY","DALLAS","TX","75247",,"SIDNEY & AUSTIN","R. CLARK WADLOW",,,,,,,,"2027368215",,"RWADLOW@SIDLEY.COM",,,,"DT","Digital TV","DALLAS",,,"TX",,22201,32,32,35.0,"N",96,57,32.0,"W",,"1059733",1000021190,36873,"DIE","TFU-26GTH-R S180","D","Directional",,,"H",1000021190,,,,780.000,,578.00000000,578.00000000,"MHz.",,,,,248.1000000
1000022204,"CDBS","KRIV",22204,"0005795067","FOX TELEVISION STATIONS, LLC",,"DT","Digital TV","Broadcast","Broadcast","06/16/2009 09:54:21","08/01/2022 00:00:00",,"06/16/2009 09:54:21","LICEN","LICENSED","A","Active",,"Unknown","B","Business","400 N. CAPITOL STREET, NW, SUITE 890","WASHINGTON","DC","20001",,,,,,,,,,,,,,,,,"DT","Digital TV","HOUSTON",,,"TX",,22204,29,34,28.0,"N",95,29,37.0,"W",,"1028555",1000021200,17501,"AND","ATW21H3-ESC1-27S,  Ellipitically Polarized","D","Directional",,,"E",1000021200,,,,261.000,,542.00000000,542.00000000,"MHz.",,,,,
